date,group,subscribers,source
2026-03-10,TREASURE,7910000,daily
2026-03-10,RIIZE,1970000,daily
2026-03-10,LOVEONE,22400,daily
2026-03-10,TWS,1720000,daily
2026-03-10,TEMPEST,510000,daily
2026-03-10,IRISÉ,87200,daily
2026-03-10,SF9,997000,daily
2026-03-10,Stray Kids,23200000,daily
2026-03-10,P1Harmony,1640000,daily
2026-03-10,KIIRAS,141000,daily
2026-03-10,Ikon,8670000,daily
2026-03-10,W!TCHX,8430,daily
2026-03-10,ZEROBASEONE,2090000,daily
2026-03-10,BTS,82400000,daily
2026-03-10,ODD YOUTH,26000,daily
2026-03-10,The KingDom,382000,daily
2026-03-10,NouerA,209000,daily
2026-03-10,POW,182000,daily
2026-03-10,BAE173,251000,daily
2026-03-10,n.SSign,96500,daily
2026-03-10,FANTASY BOYS,74600,daily
2026-03-10,ALL(H)OURS,346000,daily
2026-03-10,BLITZERS,218000,daily
2026-03-10,MCND,377000,daily
2026-03-10,NOMAD,60700,daily
2026-03-10,NINE.i,238000,daily
2026-03-10,CRAVITY,869000,daily
2026-03-10,YOUNITE,122000,daily
2026-03-10,AIMERS,61200,daily
2026-03-10,WHIB,647000,daily
2026-03-10,ONF,277000,daily
2026-03-10,TRENDZ,185000,daily
2026-03-10,ONEUS,1590000,daily
2026-03-10,NCHIVE,81500,daily
2026-03-10,AMPERS&ONE,317000,daily
2026-03-10,LUN8,938000,daily
2026-03-10,WEi,697000,daily
2026-03-10,DRIPPIN,512000,daily
2026-03-10,xikers,921000,daily
2026-03-10,ATBO,180000,daily
2026-03-10,NOWZ,162000,daily
2026-03-10,XODIAC,708000,daily
2026-03-10,THE NEW SIX,807000,daily
2026-03-10,"Golden Child, GNCD",380000,daily
2026-03-10,KickFlip,623000,daily
2026-03-10,CIX,1010000,daily
2026-03-10,OMEGA X,390000,daily
2026-03-10,DXMON,63800,daily
2026-03-10,82MAJOR,525000,daily
2026-03-10,ATEEZ,4830000,daily
2026-03-10,DAY6,2280000,daily
2026-03-10,NEXZ,486000,daily
2026-03-10,VANNER,99900,daily
2026-03-10,DKB,217000,daily
2026-03-10,ONE PACT,154000,daily
2026-03-10,ARrC,414000,daily
2026-03-10,EPEX,555000,daily
2026-03-10,MIRAE,395000,daily
2026-03-10,8TURN,1270000,daily
2026-03-10,SEVENUS,22400,daily
2026-03-10,TIOT,85000,daily
2026-03-10,WAKER,78200,daily
2026-03-10,E'LAST,284000,daily
2026-03-10,The Wind,737000,daily
2026-03-10,EVNNE,649000,daily
2026-03-10,EASTSHINE,42600,daily
2026-03-10,ASC2NT,93500,daily
2026-03-10,WATERFIRE,5480,daily
2026-03-10,CORTIS,3250000,daily
2026-03-10,AM8IC,10600,daily
2026-03-10,YUHZ,16800,daily
2026-03-10,PICKUS,8470,daily
2026-03-10,ALPHA DRIVE ONE,680000,daily
2026-03-10,idntt,823000,daily
2026-03-10,HAWW,53000,daily
2026-03-10,AEONIT,19600,daily
2026-03-10,AHOF,541000,daily
2026-03-10,ALLDAY PROJECT,1090000,daily
2026-03-10,BE BOYS,11800,daily
2026-03-10,IDID,134000,daily
2026-03-10,XLOV,1000000,daily
2026-03-10,DayChild,3700,daily
2026-03-10,NEWBEAT,88600,daily
2026-03-10,NAZE,1710,daily
2026-03-10,LNGSHOT,1100000,daily
2026-03-10,B.D.U,34900,daily
2026-03-10,AxMxP,314000,daily
2026-03-10,Dragon Pony,37300,daily
2026-03-10,CLOSE YOUR EYES,689000,daily
2026-03-10,OH MY GIRL,1050000,daily
2026-03-10,Tracer,3630,daily
2026-03-10,MADEIN,191000,daily
2026-03-10,TWICE,19100000,daily
2026-03-10,KISS OF LIFE,2020000,daily
2026-03-10,izna,1980000,daily
2026-03-10,STAYC,1830000,daily
2026-03-10,ITZY,9750000,daily
2026-03-10,Weeekly,417000,daily
2026-03-10,ADYA,15500,daily
2026-03-10,FIFTY FIFTY,2160000,daily
2026-03-10,ICHILLIN',109000,daily
2026-03-10,ILLIT,3720000,daily
2026-03-10,Rocket Punch,200000,daily
2026-03-10,H1-KEY,423000,daily
2026-03-10,WJSN,319000,daily
2026-03-10,Billlie,749000,daily
2026-03-10,Dreamcatcher,1780000,daily
2026-03-10,WOOAH,413000,daily
2026-03-10,LE SSERAFIM,7040000,daily
2026-03-10,YOUNG POSSE,350000,daily
2026-03-10,PURPLE KISS,700000,daily
2026-03-10,MEOVV,1140000,daily
2026-03-10,CLASS:y,331000,daily
2026-03-10,NMIXX,4100000,daily
2026-03-10,UNIS,827000,daily
2026-03-10,aespa,8240000,daily
2026-03-10,VIVIZ,742000,daily
2026-03-10,ILY:1,167000,daily
2026-03-10,tripleS,2920000,daily
2026-03-10,Red Velvet,5550000,daily
2026-03-10,ARTBEAT v,4990000,daily
2026-03-10,fromis_9,1290000,daily
2026-03-10,TRI.BE,645000,daily
2026-03-10,i-dle,9620000,daily
2026-03-10,CSR,135000,daily
2026-03-10,RESCENE,309000,daily
2026-03-10,Kep1er,2520000,daily
2026-03-10,ARTMS,1040000,daily
2026-03-10,NewJeans,8300000,daily
2026-03-10,Candy Shop,33200,daily
2026-03-10,QWER,1310000,daily
2026-03-10,IVE,4900000,daily
2026-03-10,BLACKPINK,100000000,daily
2026-03-10,BEWAVE,216000,daily
2026-03-10,BLACKSWAN,903000,daily
2026-03-10,SMN,476000,daily
2026-03-10,BABYMONSTER,11400000,daily
2026-03-10,IRRIS,48700,daily
2026-03-10,BADVILLAIN,172000,daily
2026-03-10,LOVEONE,22400,daily
2026-03-10,PLAVE,1140000,daily
2026-03-10,ODD YOUTH,26000,daily
2026-03-10,KIIRAS,141000,daily
2026-03-10,I:MOND,15800,daily
2026-03-10,PRIMROSE,133000,daily
2026-03-10,ASTRO,5520000,daily
2026-03-10,CRAXY,238000,daily
2026-03-10,Baby DONT Cry,163000,daily
2026-03-10,Hearts2Hearts,1760000,daily
2026-03-10,ifeye,277000,daily
2026-03-10,AB6IX,503000,daily
2026-03-10,ALLDAY PROJECT,1090000,daily
2026-03-10,Geenius,40100,daily
2026-03-10,SPIA,2170,daily
2026-03-10,TXT,13300000,daily
2026-03-10,VVS,64200,daily
2026-03-10,SEVENTEEN,16800000,daily
2026-03-10,Burvey,64300,daily
2026-03-10,BTS,82400000,daily
2026-03-10,MONSTA X,2600000,daily
2026-03-10,W!TCHX,8430,daily
2026-03-10,TEMPEST,510000,daily
2026-03-10,HITGS,64500,daily
2026-03-10,Ikon,8670000,daily
2026-03-10,SMORZ,138000,daily
2026-03-10,UNICODE,1020,daily
2026-03-10,P1Harmony,1640000,daily
2026-03-10,ZEROBASEONE,2090000,daily
2026-03-10,KiiiKiii,364000,daily
2026-03-10,PENTAGON,1670000,daily
2026-03-10,We;Na,26600,daily
2026-03-10,NCT 127,5630000,daily
2026-03-10,RIIZE,1970000,daily
2026-03-10,TWS,1720000,daily
2026-03-10,TREASURE,7910000,daily
2026-03-10,ablume,94000,daily
2026-03-10,BOYNEXTDOOR,2190000,daily
2026-03-10,Xdinary Heroes,1210000,daily
2026-03-10,NCT DREAM,7050000,daily
2026-03-10,USPEER,29700,daily
2026-03-10,IRISÉ,87200,daily
2026-03-10,SF9,997000,daily
2026-03-10,UDTT,107000,daily
2026-03-10,Loossemble,233000,daily
2026-03-10,ENHYPEN,13400000,daily
2026-03-10,THE BOYZ,2260000,daily
2026-03-10,SECRET NUMBER,1600000,daily
2026-03-10,AtHeart,1340000,daily
2026-03-10,Stray Kids,23200000,daily
2026-03-10,AIMERS,61200,daily
2026-03-10,NOMAD,60700,daily
2026-03-10,MIRAE,395000,daily
2026-03-10,BLITZERS,218000,daily
2026-03-10,DAY6,2280000,daily
2026-03-10,NOWZ,162000,daily
2026-03-10,EVNNE,649000,daily
2026-03-10,DXMON,63800,daily
2026-03-10,THE NEW SIX,807000,daily
2026-03-10,VANNER,99900,daily
2026-03-10,ALL(H)OURS,346000,daily
2026-03-10,DKB,217000,daily
2026-03-10,NouerA,209000,daily
2026-03-10,DRIPPIN,512000,daily
2026-03-10,CRAVITY,869000,daily
2026-03-10,ARrC,414000,daily
2026-03-10,82MAJOR,525000,daily
2026-03-10,OMEGA X,390000,daily
2026-03-10,WAKER,78200,daily
2026-03-10,ONE PACT,154000,daily
2026-03-10,xikers,921000,daily
2026-03-10,WHIB,647000,daily
2026-03-10,"Golden Child, GNCD",380000,daily
2026-03-10,ONF,277000,daily
2026-03-10,n.SSign,96500,daily
2026-03-10,POW,182000,daily
2026-03-10,MCND,377000,daily
2026-03-10,E'LAST,284000,daily
2026-03-10,NCHIVE,81500,daily
2026-03-10,YOUNITE,122000,daily
2026-03-10,8TURN,1270000,daily
2026-03-10,KickFlip,623000,daily
2026-03-10,BAE173,251000,daily
2026-03-10,LUN8,938000,daily
2026-03-10,The KingDom,382000,daily
2026-03-10,XODIAC,708000,daily
2026-03-10,WEi,697000,daily
2026-03-10,ATEEZ,4830000,daily
2026-03-10,CIX,1010000,daily
2026-03-10,The Wind,737000,daily
2026-03-10,ONEUS,1590000,daily
2026-03-10,ATBO,180000,daily
2026-03-10,TIOT,85000,daily
2026-03-10,AMPERS&ONE,317000,daily
2026-03-10,TRENDZ,185000,daily
2026-03-10,EPEX,555000,daily
2026-03-10,NINE.i,238000,daily
2026-03-10,FANTASY BOYS,74600,daily
2026-03-10,SEVENUS,22400,daily
2026-03-10,NEXZ,486000,daily
2026-03-10,WATERFIRE,5480,daily
2026-03-10,B.D.U,34900,daily
2026-03-10,CLOSE YOUR EYES,689000,daily
2026-03-10,ALLDAY PROJECT,1090000,daily
2026-03-10,AEONIT,19600,daily
2026-03-10,XLOV,1000000,daily
2026-03-10,EASTSHINE,42600,daily
2026-03-10,DayChild,3700,daily
2026-03-10,ASC2NT,93500,daily
2026-03-10,LNGSHOT,1100000,daily
2026-03-10,AHOF,541000,daily
2026-03-10,AM8IC,10600,daily
2026-03-10,BE BOYS,11800,daily
2026-03-10,idntt,823000,daily
2026-03-10,CORTIS,3250000,daily
2026-03-10,NAZE,1710,daily
2026-03-10,NEWBEAT,88600,daily
2026-03-10,PICKUS,8470,daily
2026-03-10,Dragon Pony,37300,daily
2026-03-10,ALPHA DRIVE ONE,680000,daily
2026-03-10,IDID,134000,daily
2026-03-10,YUHZ,16800,daily
2026-03-10,HAWW,53000,daily
2026-03-10,AxMxP,314000,daily
2026-03-11,TWICE,19100000,daily
2026-03-11,ARTMS,1040000,daily
2026-03-11,Dreamcatcher,1780000,daily
2026-03-11,NMIXX,4100000,daily
2026-03-11,KISS OF LIFE,2020000,daily
2026-03-11,RESCENE,309000,daily
2026-03-11,SMN,476000,daily
2026-03-11,aespa,8250000,daily
2026-03-11,YOUNG POSSE,350000,daily
2026-03-11,fromis_9,1290000,daily
2026-03-11,TRI.BE,645000,daily
2026-03-11,CSR,135000,daily
2026-03-11,H1-KEY,423000,daily
2026-03-11,FIFTY FIFTY,2160000,daily
2026-03-11,LE SSERAFIM,7050000,daily
2026-03-11,IVE,4900000,daily
2026-03-11,IRRIS,48700,daily
2026-03-11,Candy Shop,33200,daily
2026-03-11,MEOVV,1140000,daily
2026-03-11,Weeekly,417000,daily
2026-03-11,tripleS,2920000,daily
2026-03-11,BEWAVE,216000,daily
2026-03-11,CLASS:y,331000,daily
2026-03-11,Rocket Punch,200000,daily
2026-03-11,WOOAH,413000,daily
2026-03-11,ILY:1,167000,daily
2026-03-11,NewJeans,8300000,daily
2026-03-11,BLACKPINK,100000000,daily
2026-03-11,UNIS,827000,daily
2026-03-11,PURPLE KISS,700000,daily
2026-03-11,ADYA,15500,daily
2026-03-11,ILLIT,3720000,daily
2026-03-11,QWER,1310000,daily
2026-03-11,MADEIN,191000,daily
2026-03-11,Tracer,3630,daily
2026-03-11,BABYMONSTER,11400000,daily
2026-03-11,Billlie,749000,daily
2026-03-11,Kep1er,2520000,daily
2026-03-11,WJSN,319000,daily
2026-03-11,VIVIZ,742000,daily
2026-03-11,Red Velvet,5550000,daily
2026-03-11,ARTBEAT v,4990000,daily
2026-03-11,ICHILLIN',109000,daily
2026-03-11,izna,1980000,daily
2026-03-11,OH MY GIRL,1050000,daily
2026-03-11,i-dle,9620000,daily
2026-03-11,BADVILLAIN,172000,daily
2026-03-11,BLACKSWAN,903000,daily
2026-03-11,ITZY,9750000,daily
2026-03-11,STAYC,1830000,daily
2026-03-11,ENHYPEN,13400000,daily
2026-03-11,TWS,1720000,daily
2026-03-11,UDTT,107000,daily
2026-03-11,BOYNEXTDOOR,2190000,daily
2026-03-11,ZEROBASEONE,2090000,daily
2026-03-11,THE BOYZ,2260000,daily
2026-03-11,KiiiKiii,366000,daily
2026-03-11,BTS,82400000,daily
2026-03-11,Loossemble,233000,daily
2026-03-11,Geenius,40200,daily
2026-03-11,HITGS,64500,daily
2026-03-11,VVS,64200,daily
2026-03-11,SMORZ,138000,daily
2026-03-11,NCT DREAM,7050000,daily
2026-03-11,TXT,13300000,daily
2026-03-11,ALLDAY PROJECT,1090000,daily
2026-03-11,Baby DONT Cry,163000,daily
2026-03-11,We;Na,26600,daily
2026-03-11,AB6IX,503000,daily
2026-03-11,USPEER,29800,daily
2026-03-11,I:MOND,15800,daily
2026-03-11,SECRET NUMBER,1600000,daily
2026-03-11,ASTRO,5520000,daily
2026-03-11,PLAVE,1140000,daily
2026-03-11,SPIA,2170,daily
2026-03-11,UNICODE,1020,daily
2026-03-11,CRAXY,238000,daily
2026-03-11,Ikon,8670000,daily
2026-03-11,SEVENTEEN,16800000,daily
2026-03-11,KIIRAS,141000,daily
2026-03-11,TREASURE,7910000,daily
2026-03-11,RIIZE,1970000,daily
2026-03-11,IRISÉ,87400,daily
2026-03-11,ifeye,277000,daily
2026-03-11,PENTAGON,1670000,daily
2026-03-11,Burvey,64300,daily
2026-03-11,NCT 127,5630000,daily
2026-03-11,ablume,94000,daily
2026-03-11,AtHeart,1350000,daily
2026-03-11,MONSTA X,2600000,daily
2026-03-11,Hearts2Hearts,1770000,daily
2026-03-11,TEMPEST,510000,daily
2026-03-11,Stray Kids,23200000,daily
2026-03-11,Xdinary Heroes,1210000,daily
2026-03-11,SF9,997000,daily
2026-03-11,W!TCHX,8430,daily
2026-03-11,P1Harmony,1640000,daily
2026-03-11,PRIMROSE,133000,daily
2026-03-11,LOVEONE,22400,daily
2026-03-11,ODD YOUTH,26100,daily
2026-03-11,NOMAD,60600,daily
2026-03-11,The Wind,737000,daily
2026-03-11,NouerA,210000,daily
2026-03-11,EVNNE,649000,daily
2026-03-11,AIMERS,61200,daily
2026-03-11,LUN8,939000,daily
2026-03-11,ARrC,414000,daily
2026-03-11,KickFlip,623000,daily
2026-03-11,ONE PACT,154000,daily
2026-03-11,NINE.i,238000,daily
2026-03-11,WHIB,647000,daily
2026-03-11,POW,182000,daily
2026-03-11,AMPERS&ONE,317000,daily
2026-03-11,FANTASY BOYS,74600,daily
2026-03-11,TIOT,85000,daily
2026-03-11,BAE173,251000,daily
2026-03-11,82MAJOR,525000,daily
2026-03-11,VANNER,99900,daily
2026-03-11,DXMON,63800,daily
2026-03-11,NEXZ,486000,daily
2026-03-11,E'LAST,284000,daily
2026-03-11,ALL(H)OURS,346000,daily
2026-03-11,CRAVITY,869000,daily
2026-03-11,ATEEZ,4840000,daily
2026-03-11,DKB,217000,daily
2026-03-11,NCHIVE,81500,daily
2026-03-11,ONF,277000,daily
2026-03-11,BLITZERS,218000,daily
2026-03-11,n.SSign,96500,daily
2026-03-11,THE NEW SIX,807000,daily
2026-03-11,EPEX,555000,daily
2026-03-11,WEi,697000,daily
2026-03-11,The KingDom,382000,daily
2026-03-11,"Golden Child, GNCD",380000,daily
2026-03-11,OMEGA X,390000,daily
2026-03-11,DAY6,2280000,daily
2026-03-11,XODIAC,708000,daily
2026-03-11,SEVENUS,22400,daily
2026-03-11,TRENDZ,185000,daily
2026-03-11,ATBO,180000,daily
2026-03-11,DRIPPIN,512000,daily
2026-03-11,CIX,1010000,daily
2026-03-11,YOUNITE,122000,daily
2026-03-11,NOWZ,163000,daily
2026-03-11,8TURN,1270000,daily
2026-03-11,MIRAE,395000,daily
2026-03-11,ONEUS,1590000,daily
2026-03-11,MCND,377000,daily
2026-03-11,xikers,923000,daily
2026-03-11,WAKER,78200,daily
2026-03-11,AM8IC,10600,daily
2026-03-11,PICKUS,8480,daily
2026-03-11,NAZE,1720,daily
2026-03-11,CORTIS,3250000,daily
2026-03-11,ASC2NT,93600,daily
2026-03-11,YUHZ,16800,daily
2026-03-11,AHOF,541000,daily
2026-03-11,XLOV,1000000,daily
2026-03-11,NEWBEAT,88700,daily
2026-03-11,IDID,134000,daily
2026-03-11,Dragon Pony,37400,daily
2026-03-11,EASTSHINE,42600,daily
2026-03-11,BE BOYS,11800,daily
2026-03-11,HAWW,53000,daily
2026-03-11,ALLDAY PROJECT,1090000,daily
2026-03-11,AEONIT,19600,daily
2026-03-11,WATERFIRE,5480,daily
2026-03-11,CLOSE YOUR EYES,689000,daily
2026-03-11,idntt,824000,daily
2026-03-11,AxMxP,314000,daily
2026-03-11,B.D.U,34900,daily
2026-03-11,DayChild,3700,daily
2026-03-11,LNGSHOT,1110000,daily
2026-03-11,ALPHA DRIVE ONE,681000,daily
2026-03-12,MADEIN,191000,daily
2026-03-12,BABYMONSTER,11400000,daily
2026-03-12,ADYA,15500,daily
2026-03-12,TRI.BE,645000,daily
2026-03-12,BLACKSWAN,903000,daily
2026-03-12,IRRIS,48700,daily
2026-03-12,ARTBEAT v,4990000,daily
2026-03-12,CLASS:y,331000,daily
2026-03-12,IVE,4910000,daily
2026-03-12,tripleS,2920000,daily
2026-03-12,YOUNG POSSE,350000,daily
2026-03-12,Billlie,749000,daily
2026-03-12,Tracer,3630,daily
2026-03-12,BEWAVE,216000,daily
2026-03-12,LE SSERAFIM,7050000,daily
2026-03-12,ICHILLIN',109000,daily
2026-03-12,STAYC,1830000,daily
2026-03-12,ILY:1,167000,daily
2026-03-12,ILLIT,3720000,daily
2026-03-12,BADVILLAIN,172000,daily
2026-03-12,FIFTY FIFTY,2160000,daily
2026-03-12,PURPLE KISS,700000,daily
2026-03-12,WJSN,319000,daily
2026-03-12,CSR,135000,daily
2026-03-12,TWICE,19100000,daily
2026-03-12,BLACKPINK,100000000,daily
2026-03-12,izna,1980000,daily
2026-03-12,VIVIZ,742000,daily
2026-03-12,WOOAH,413000,daily
2026-03-12,ARTMS,1040000,daily
2026-03-12,KISS OF LIFE,2020000,daily
2026-03-12,NMIXX,4100000,daily
2026-03-12,fromis_9,1290000,daily
2026-03-12,Dreamcatcher,1780000,daily
2026-03-12,RESCENE,309000,daily
2026-03-12,ITZY,9750000,daily
2026-03-12,OH MY GIRL,1050000,daily
2026-03-12,i-dle,9620000,daily
2026-03-12,QWER,1310000,daily
2026-03-12,MEOVV,1140000,daily
2026-03-12,Red Velvet,5550000,daily
2026-03-12,NewJeans,8300000,daily
2026-03-12,Rocket Punch,200000,daily
2026-03-12,Candy Shop,33200,daily
2026-03-12,aespa,8250000,daily
2026-03-12,Kep1er,2520000,daily
2026-03-12,H1-KEY,424000,daily
2026-03-12,UNIS,827000,daily
2026-03-12,Weeekly,417000,daily
2026-03-12,SMN,476000,daily
2026-03-12,Xdinary Heroes,1210000,daily
2026-03-12,Ikon,8670000,daily
2026-03-12,PRIMROSE,133000,daily
2026-03-12,VVS,64200,daily
2026-03-12,BTS,82400000,daily
2026-03-12,ifeye,277000,daily
2026-03-12,TEMPEST,510000,daily
2026-03-12,Baby DONT Cry,164000,daily
2026-03-12,Stray Kids,23200000,daily
2026-03-12,SEVENTEEN,16800000,daily
2026-03-12,USPEER,29800,daily
2026-03-12,Hearts2Hearts,1780000,daily
2026-03-12,CRAXY,238000,daily
2026-03-12,SMORZ,138000,daily
2026-03-12,AtHeart,1350000,daily
2026-03-12,SECRET NUMBER,1600000,daily
2026-03-12,UDTT,107000,daily
2026-03-12,SF9,997000,daily
2026-03-12,HITGS,64600,daily
2026-03-12,We;Na,26600,daily
2026-03-12,NCT DREAM,7050000,daily
2026-03-12,UNICODE,1020,daily
2026-03-12,TXT,13300000,daily
2026-03-12,BOYNEXTDOOR,2190000,daily
2026-03-12,RIIZE,1970000,daily
2026-03-12,THE BOYZ,2260000,daily
2026-03-12,AB6IX,503000,daily
2026-03-12,MONSTA X,2600000,daily
2026-03-12,ALLDAY PROJECT,1090000,daily
2026-03-12,KiiiKiii,367000,daily
2026-03-12,ASTRO,5520000,daily
2026-03-12,Burvey,64300,daily
2026-03-12,ODD YOUTH,26100,daily
2026-03-12,ablume,94000,daily
2026-03-12,PLAVE,1140000,daily
2026-03-12,NCT 127,5630000,daily
2026-03-12,LOVEONE,22400,daily
2026-03-12,W!TCHX,8430,daily
2026-03-12,IRISÉ,87600,daily
2026-03-12,P1Harmony,1640000,daily
2026-03-12,TREASURE,7910000,daily
2026-03-12,Geenius,40200,daily
2026-03-12,PENTAGON,1670000,daily
2026-03-12,TWS,1730000,daily
2026-03-12,Loossemble,233000,daily
2026-03-12,I:MOND,15800,daily
2026-03-12,SPIA,2170,daily
2026-03-12,ENHYPEN,13400000,daily
2026-03-12,KIIRAS,141000,daily
2026-03-12,ZEROBASEONE,2090000,daily
2026-03-12,NouerA,210000,daily
2026-03-12,NOMAD,60600,daily
2026-03-12,DRIPPIN,512000,daily
2026-03-12,LUN8,939000,daily
2026-03-12,The KingDom,382000,daily
2026-03-12,DAY6,2280000,daily
2026-03-12,AMPERS&ONE,317000,daily
2026-03-12,YOUNITE,122000,daily
2026-03-12,NOWZ,163000,daily
2026-03-12,VANNER,99900,daily
2026-03-12,The Wind,737000,daily
2026-03-12,ARrC,414000,daily
2026-03-12,NEXZ,486000,daily
2026-03-12,OMEGA X,390000,daily
2026-03-12,"Golden Child, GNCD",380000,daily
2026-03-12,NINE.i,238000,daily
2026-03-12,n.SSign,96500,daily
2026-03-12,82MAJOR,526000,daily
2026-03-12,DXMON,63900,daily
2026-03-12,EPEX,555000,daily
2026-03-12,EVNNE,649000,daily
2026-03-12,SEVENUS,22400,daily
2026-03-12,ONF,277000,daily
2026-03-12,WAKER,78200,daily
2026-03-12,CRAVITY,869000,daily
2026-03-12,POW,182000,daily
2026-03-12,BLITZERS,218000,daily
2026-03-12,ATEEZ,4840000,daily
2026-03-12,WHIB,647000,daily
2026-03-12,ATBO,180000,daily
2026-03-12,ONE PACT,154000,daily
2026-03-12,AIMERS,61200,daily
2026-03-12,xikers,924000,daily
2026-03-12,WEi,697000,daily
2026-03-12,FANTASY BOYS,74600,daily
2026-03-12,MIRAE,395000,daily
2026-03-12,THE NEW SIX,807000,daily
2026-03-12,XODIAC,709000,daily
2026-03-12,KickFlip,624000,daily
2026-03-12,ONEUS,1590000,daily
2026-03-12,8TURN,1270000,daily
2026-03-12,ALL(H)OURS,346000,daily
2026-03-12,MCND,377000,daily
2026-03-12,TIOT,85000,daily
2026-03-12,TRENDZ,185000,daily
2026-03-12,CIX,1010000,daily
2026-03-12,NCHIVE,81600,daily
2026-03-12,DKB,217000,daily
2026-03-12,E'LAST,284000,daily
2026-03-12,BAE173,251000,daily
2026-03-12,XLOV,1000000,daily
2026-03-12,AEONIT,19600,daily
2026-03-12,ALPHA DRIVE ONE,681000,daily
2026-03-12,Dragon Pony,37500,daily
2026-03-12,idntt,824000,daily
2026-03-12,ASC2NT,93700,daily
2026-03-12,EASTSHINE,42600,daily
2026-03-12,LNGSHOT,1110000,daily
2026-03-12,YUHZ,16900,daily
2026-03-12,ALLDAY PROJECT,1090000,daily
2026-03-12,B.D.U,34900,daily
2026-03-12,CLOSE YOUR EYES,689000,daily
2026-03-12,AHOF,541000,daily
2026-03-12,AxMxP,314000,daily
2026-03-12,CORTIS,3260000,daily
2026-03-12,NEWBEAT,88700,daily
2026-03-12,IDID,134000,daily
2026-03-12,AM8IC,10600,daily
2026-03-12,BE BOYS,11800,daily
2026-03-12,PICKUS,8480,daily
2026-03-12,DayChild,3700,daily
2026-03-12,NAZE,1730,daily
2026-03-12,WATERFIRE,5480,daily
2026-03-12,HAWW,53000,daily
